,business_classification,business_impact,business_relevance,category_id,data_confidentiality,eoldriver,extensibility,geographical_scope,has_dependencies,id,io_intensity,latency_sensitivity,no_of_users,scalability,service_level,source_code_available,stage,type,user_facing,workload_variation,dependencies.Hardware.Dependent,dependencies.Operating.Environment.Dependent,dependencies.Operating.System.Dependent,IsPassPlatAvail,IsHarwareSupported,IsOSSupported,IsPlatformSupported,IsDatabaseSupported,pivot.disposition_1
282,BUSIIMP,LARGE_FIN_COMP,REVSUP,49,APPROVED_PUBLIC_DATACENTER,TE,MONOLITH,INTERNATIONAL,0,847,MEDIUM,LOW,5,HORIZONTAL,PERF,0,EMAN,WEB,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
283,BUSIIMP,LARGE_FIN_COMP,RISKSUP,16,NO_CONFIDENTIALITY_REQUIREMENT,BU,SOA,REGIONAL,0,850,LOW,LOW,3,VERTICAL,PERF,1,EMAN,THICK,INTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
284,NONCRI,SOME_PROD,RISKSUP,28,APPROVED_PUBLIC_DATACENTER,TE,MONOLITH,LOCAL,0,853,HIGH,HIGH,3,VERTICAL,PERF,1,NEW,WEB,INTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
285,MISCRI,SOME_PROD,RISKSUP,13,NOT_OUTSIDE_ENT_FIREWALL,TE,MONOLITH,INTERNATIONAL,0,856,HIGH,HIGH,7,HORIZONTAL,NONE,1,EUMN,WEB,EXTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
286,NONCRI,SOME_PROD,INTSUP,4,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,INTERNATIONAL,0,859,LOW,MEDIUM,3,HORIZONTAL,AVAI,0,EUMN,WEB,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
287,MISCRI,LARGE_FIN_COMP,RISKSUP,4,NO_CONFIDENTIALITY_REQUIREMENT,BU,SOA,LOCAL,0,862,HIGH,MEDIUM,5,MIXED,PERF,0,EMAN,WEB,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
288,BUSICRI,SOME_FIN_PROD,REVGEN,67,NOT_OUTSIDE_ENT_FIREWALL,TE,SOA,REGIONAL,0,865,LOW,LOW,4,MIXED,AVAI,0,NEW,DESKTOP,INTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
289,NONCRI,LARGE_FIN_COMP,INTSUP,7,NOT_OUTSIDE_ENT_FIREWALL,BU,SOA,INTERNATIONAL,0,868,MEDIUM,LOW,7,VERTICAL,AVAI,1,NEW,DESKTOP,INTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Retain
290,BUSIIMP,LARGE_FIN_COMP,INTSUP,55,NO_CONFIDENTIALITY_REQUIREMENT,BU,INTERFACES,NATIONAL,0,871,MEDIUM,MEDIUM,5,MIXED,NONE,1,NEW,WEB,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
291,MISCRI,SOME_PROD,RISKSUP,25,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,NATIONAL,0,874,HIGH,LOW,3,HORIZONTAL,NONE,1,EMAN,BATCH,INTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
292,PRODIMP,SOME_PROD,REVSUP,37,APPROVED_PUBLIC_DATACENTER,TE,SOA,NATIONAL,0,877,HIGH,LOW,7,MIXED,NONE,0,EUMN,BATCH,INTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
293,PRODIMP,LARGE_FIN_COMP,REVSUP,16,APPROVED_PUBLIC_DATACENTER,TE,MONOLITH,INTERNATIONAL,0,880,LOW,MEDIUM,7,MIXED,AVAI,1,NEW,THICK,INTERNAL,UNPREDICTABLE,0,0,0,1,1,1,1,1,Modernise
294,BUSICRI,LARGE_FIN_COMP,REVSUP,34,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,REGIONAL,0,883,LOW,HIGH,3,HORIZONTAL,NONE,1,EMAN,BATCH,INTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
295,BUSIIMP,SOME_PROD,REVGEN,40,NO_CONFIDENTIALITY_REQUIREMENT,TE,INTERFACES,NATIONAL,0,886,MEDIUM,HIGH,6,MIXED,NONE,1,EMAN,DESKTOP,INTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
296,BUSIIMP,SOME_FIN_PROD,RISKSUP,31,NOT_OUTSIDE_ENT_FIREWALL,TE,INTERFACES,LOCAL,0,889,MEDIUM,LOW,4,MIXED,NONE,0,EMAN,BATCH,INTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
297,MISCRI,SOME_PROD,REVGEN,4,NOT_OUTSIDE_ENT_FIREWALL,BU,MONOLITH,NATIONAL,0,892,HIGH,LOW,7,HORIZONTAL,PERF,0,EMAN,WEB,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
298,MISCRI,LARGE_FIN_COMP,RISKSUP,34,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,NATIONAL,0,895,LOW,MEDIUM,7,VERTICAL,NONE,1,EMAN,THICK,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
299,PRODIMP,LARGE_FIN_COMP,INTSUP,4,APPROVED_PUBLIC_DATACENTER,BU,SOA,LOCAL,0,898,HIGH,MEDIUM,7,HORIZONTAL,PERF,1,EMAN,WEB,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
300,BUSIIMP,SOME_PROD,RISKSUP,58,NOT_OUTSIDE_ENT_FIREWALL,TE,SOA,INTERNATIONAL,0,901,LOW,HIGH,4,VERTICAL,AVAI,1,EUMN,THICK,INTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
301,MISCRI,LARGE_FIN_COMP,RISKSUP,10,APPROVED_PUBLIC_DATACENTER,TE,MONOLITH,INTERNATIONAL,0,904,LOW,LOW,7,HORIZONTAL,PERF,1,NEW,BATCH,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
302,BUSIIMP,SOME_FIN_PROD,RISKSUP,61,NO_CONFIDENTIALITY_REQUIREMENT,BU,SOA,LOCAL,0,907,HIGH,MEDIUM,3,MIXED,AVAI,1,EUMN,WEB,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
303,BUSIIMP,LARGE_FIN_COMP,REVSUP,22,NO_CONFIDENTIALITY_REQUIREMENT,TE,SOA,LOCAL,0,910,LOW,HIGH,3,MIXED,AVAI,0,EUMN,DESKTOP,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Retain
304,BUSIIMP,SOME_PROD,INTSUP,25,NO_CONFIDENTIALITY_REQUIREMENT,TE,INTERFACES,NATIONAL,0,913,MEDIUM,LOW,6,HORIZONTAL,NONE,0,NEW,DESKTOP,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Retain
305,PRODIMP,SOME_PROD,REVSUP,4,NOT_OUTSIDE_ENT_FIREWALL,TE,INTERFACES,REGIONAL,0,916,MEDIUM,LOW,7,VERTICAL,NONE,1,NEW,WEB,INTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
306,NONCRI,SOME_FIN_PROD,RISKSUP,55,NO_CONFIDENTIALITY_REQUIREMENT,TE,SOA,LOCAL,0,919,HIGH,HIGH,7,VERTICAL,NONE,0,EUMN,DESKTOP,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Retain
307,MISCRI,SOME_PROD,REVGEN,43,NOT_OUTSIDE_ENT_FIREWALL,TE,MONOLITH,NATIONAL,0,922,MEDIUM,HIGH,7,MIXED,BOTH,0,EUMN,DESKTOP,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Retain
308,BUSICRI,LARGE_FIN_COMP,INTSUP,46,NOT_OUTSIDE_ENT_FIREWALL,BU,SOA,LOCAL,0,925,HIGH,HIGH,7,MIXED,BOTH,1,NEW,DESKTOP,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Retain
309,PRODIMP,LARGE_FIN_COMP,INTSUP,31,NOT_OUTSIDE_ENT_FIREWALL,TE,INTERFACES,NATIONAL,0,928,HIGH,LOW,5,MIXED,BOTH,1,NEW,BATCH,INTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
310,BUSIIMP,LARGE_FIN_COMP,REVSUP,10,NOT_OUTSIDE_ENT_FIREWALL,TE,INTERFACES,REGIONAL,0,931,LOW,MEDIUM,5,HORIZONTAL,NONE,1,NEW,THICK,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
311,NONCRI,SOME_PROD,REVGEN,19,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,NATIONAL,0,934,HIGH,LOW,4,HORIZONTAL,BOTH,0,EUMN,WEB,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
312,NONCRI,SOME_FIN_PROD,REVGEN,52,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,REGIONAL,0,937,HIGH,LOW,6,VERTICAL,PERF,0,EUMN,DESKTOP,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Retain
313,NONCRI,SOME_FIN_PROD,INTSUP,4,NO_CONFIDENTIALITY_REQUIREMENT,TE,SOA,REGIONAL,0,940,HIGH,HIGH,3,VERTICAL,AVAI,0,EMAN,WEB,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
314,PRODIMP,SOME_PROD,INTSUP,55,NO_CONFIDENTIALITY_REQUIREMENT,BU,SOA,REGIONAL,0,943,MEDIUM,LOW,6,HORIZONTAL,BOTH,0,NEW,WEB,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
315,BUSIIMP,SOME_FIN_PROD,INTSUP,19,APPROVED_PUBLIC_DATACENTER,BU,SOA,REGIONAL,0,946,LOW,LOW,4,VERTICAL,AVAI,0,EMAN,WEB,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
316,BUSIIMP,SOME_FIN_PROD,REVSUP,19,NOT_OUTSIDE_ENT_FIREWALL,BU,SOA,INTERNATIONAL,0,949,HIGH,MEDIUM,4,VERTICAL,PERF,0,NEW,WEB,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
317,NONCRI,SOME_FIN_PROD,REVSUP,67,APPROVED_PUBLIC_DATACENTER,BU,MONOLITH,REGIONAL,0,952,LOW,MEDIUM,7,MIXED,BOTH,0,NEW,WEB,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
318,NONCRI,LARGE_FIN_COMP,REVSUP,4,NO_CONFIDENTIALITY_REQUIREMENT,TE,MONOLITH,INTERNATIONAL,0,955,HIGH,HIGH,3,HORIZONTAL,BOTH,1,EUMN,WEB,EXTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
319,BUSICRI,SOME_FIN_PROD,REVGEN,67,NOT_OUTSIDE_ENT_FIREWALL,BU,INTERFACES,INTERNATIONAL,0,958,MEDIUM,LOW,4,MIXED,NONE,1,EMAN,THICK,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
320,MISCRI,SOME_FIN_PROD,REVGEN,40,NOT_OUTSIDE_ENT_FIREWALL,BU,SOA,INTERNATIONAL,0,961,LOW,MEDIUM,4,VERTICAL,AVAI,0,EMAN,WEB,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
321,BUSIIMP,SOME_FIN_PROD,RISKSUP,13,NOT_OUTSIDE_ENT_FIREWALL,BU,SOA,REGIONAL,0,964,LOW,LOW,3,VERTICAL,BOTH,1,NEW,THICK,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
322,MISCRI,LARGE_FIN_COMP,REVSUP,10,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,INTERNATIONAL,0,967,MEDIUM,LOW,5,HORIZONTAL,BOTH,0,NEW,DESKTOP,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Retain
323,NONCRI,LARGE_FIN_COMP,RISKSUP,61,APPROVED_PUBLIC_DATACENTER,BU,MONOLITH,LOCAL,0,970,LOW,MEDIUM,6,HORIZONTAL,BOTH,0,EMAN,WEB,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
324,MISCRI,LARGE_FIN_COMP,INTSUP,37,NOT_OUTSIDE_ENT_FIREWALL,TE,MONOLITH,INTERNATIONAL,0,973,LOW,LOW,6,MIXED,BOTH,0,EMAN,THICK,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
325,BUSIIMP,LARGE_FIN_COMP,RISKSUP,22,APPROVED_PUBLIC_DATACENTER,BU,INTERFACES,LOCAL,0,976,HIGH,HIGH,3,MIXED,PERF,1,NEW,BATCH,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
326,MISCRI,LARGE_FIN_COMP,REVGEN,25,NO_CONFIDENTIALITY_REQUIREMENT,BU,SOA,INTERNATIONAL,0,979,LOW,HIGH,3,HORIZONTAL,BOTH,1,NEW,DESKTOP,INTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
327,PRODIMP,LARGE_FIN_COMP,INTSUP,52,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,INTERNATIONAL,0,982,HIGH,LOW,6,VERTICAL,AVAI,1,NEW,THICK,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
328,MISCRI,LARGE_FIN_COMP,REVGEN,25,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,LOCAL,0,985,MEDIUM,HIGH,7,MIXED,NONE,1,EMAN,DESKTOP,INTERNAL,NO_VARIATIOn,0,0,0,1,1,1,1,1,Develop
329,BUSIIMP,SOME_FIN_PROD,RISKSUP,22,NOT_OUTSIDE_ENT_FIREWALL,TE,MONOLITH,LOCAL,0,988,LOW,HIGH,3,VERTICAL,NONE,0,EMAN,BATCH,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
330,BUSIIMP,SOME_FIN_PROD,REVGEN,13,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,LOCAL,0,991,HIGH,LOW,3,HORIZONTAL,BOTH,1,EMAN,WEB,EXTERNAL,UNPREDICTABLE,0,0,0,1,1,1,1,1,Modernise
331,NONCRI,SOME_FIN_PROD,INTSUP,13,NOT_OUTSIDE_ENT_FIREWALL,BU,SOA,REGIONAL,0,994,LOW,HIGH,7,HORIZONTAL,AVAI,0,EUMN,THICK,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
332,NONCRI,SOME_FIN_PROD,INTSUP,7,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,NATIONAL,0,997,HIGH,MEDIUM,7,MIXED,AVAI,1,EUMN,THICK,EXTERNAL,UNPREDICTABLE,0,0,0,1,1,1,1,1,Modernise
333,BUSICRI,SOME_PROD,REVSUP,19,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,INTERNATIONAL,0,1000,LOW,MEDIUM,6,HORIZONTAL,BOTH,1,EMAN,WEB,INTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
334,PRODIMP,SOME_PROD,INTSUP,40,NO_CONFIDENTIALITY_REQUIREMENT,TE,SOA,REGIONAL,0,1003,MEDIUM,HIGH,6,VERTICAL,BOTH,1,NEW,THICK,EXTERNAL,UNPREDICTABLE,0,0,0,1,1,1,1,1,Modernise
335,NONCRI,SOME_PROD,RISKSUP,46,NOT_OUTSIDE_ENT_FIREWALL,BU,MONOLITH,LOCAL,0,1006,MEDIUM,MEDIUM,6,HORIZONTAL,BOTH,0,EUMN,DESKTOP,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
336,PRODIMP,SOME_PROD,RISKSUP,37,NOT_OUTSIDE_ENT_FIREWALL,TE,MONOLITH,LOCAL,0,1009,LOW,MEDIUM,6,HORIZONTAL,AVAI,1,EMAN,DESKTOP,EXTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
337,NONCRI,SOME_PROD,INTSUP,52,NO_CONFIDENTIALITY_REQUIREMENT,TE,MONOLITH,NATIONAL,0,1012,MEDIUM,LOW,5,VERTICAL,NONE,0,EMAN,WEB,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
338,NONCRI,SOME_PROD,REVGEN,16,APPROVED_PUBLIC_DATACENTER,BU,SOA,INTERNATIONAL,0,1015,LOW,MEDIUM,4,HORIZONTAL,AVAI,1,EUMN,BATCH,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
339,PRODIMP,SOME_PROD,RISKSUP,25,NO_CONFIDENTIALITY_REQUIREMENT,BU,INTERFACES,LOCAL,0,1018,HIGH,MEDIUM,6,VERTICAL,BOTH,1,EMAN,BATCH,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
340,BUSIIMP,SOME_PROD,REVSUP,34,NOT_OUTSIDE_ENT_FIREWALL,TE,SOA,REGIONAL,0,1021,MEDIUM,MEDIUM,7,MIXED,PERF,1,NEW,WEB,INTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
341,NONCRI,LARGE_FIN_COMP,REVGEN,49,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,NATIONAL,0,1024,LOW,LOW,7,VERTICAL,BOTH,1,EUMN,WEB,INTERNAL,NO_VARIATIOn,0,0,0,1,1,1,1,1,Modernise
342,BUSICRI,LARGE_FIN_COMP,REVGEN,67,NOT_OUTSIDE_ENT_FIREWALL,TE,MONOLITH,LOCAL,0,1027,HIGH,HIGH,4,VERTICAL,AVAI,1,EUMN,WEB,EXTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
343,BUSIIMP,SOME_PROD,INTSUP,31,NOT_OUTSIDE_ENT_FIREWALL,BU,INTERFACES,LOCAL,0,1030,LOW,HIGH,4,VERTICAL,BOTH,1,EMAN,DESKTOP,INTERNAL,UNPREDICTABLE,0,0,0,1,1,1,1,1,Develop
344,BUSICRI,SOME_FIN_PROD,INTSUP,58,NOT_OUTSIDE_ENT_FIREWALL,BU,SOA,INTERNATIONAL,0,1033,HIGH,HIGH,6,VERTICAL,NONE,1,EMAN,DESKTOP,INTERNAL,UNPREDICTABLE,0,0,0,1,1,1,1,1,Develop
345,NONCRI,LARGE_FIN_COMP,REVGEN,43,NOT_OUTSIDE_ENT_FIREWALL,TE,INTERFACES,REGIONAL,0,1036,MEDIUM,HIGH,7,HORIZONTAL,PERF,1,EMAN,BATCH,EXTERNAL,UNPREDICTABLE,0,0,0,1,1,1,1,1,Modernise
346,MISCRI,SOME_PROD,REVGEN,10,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,INTERNATIONAL,0,1039,MEDIUM,MEDIUM,4,HORIZONTAL,PERF,0,EUMN,THICK,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
347,NONCRI,LARGE_FIN_COMP,REVSUP,61,NOT_OUTSIDE_ENT_FIREWALL,BU,MONOLITH,INTERNATIONAL,0,1042,MEDIUM,LOW,4,HORIZONTAL,BOTH,1,NEW,WEB,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
348,BUSIIMP,SOME_FIN_PROD,RISKSUP,16,NOT_OUTSIDE_ENT_FIREWALL,TE,INTERFACES,LOCAL,0,1045,LOW,HIGH,6,VERTICAL,NONE,0,NEW,DESKTOP,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Retain
349,PRODIMP,LARGE_FIN_COMP,REVSUP,61,APPROVED_PUBLIC_DATACENTER,BU,SOA,REGIONAL,0,1048,LOW,LOW,4,VERTICAL,BOTH,0,EMAN,WEB,INTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
350,BUSICRI,SOME_FIN_PROD,REVGEN,4,NOT_OUTSIDE_ENT_FIREWALL,TE,MONOLITH,REGIONAL,0,1051,LOW,HIGH,3,MIXED,PERF,1,NEW,WEB,INTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
351,BUSIIMP,LARGE_FIN_COMP,RISKSUP,37,NOT_OUTSIDE_ENT_FIREWALL,BU,SOA,INTERNATIONAL,0,1054,HIGH,LOW,7,VERTICAL,PERF,1,EUMN,WEB,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
352,BUSIIMP,SOME_FIN_PROD,REVGEN,4,APPROVED_PUBLIC_DATACENTER,BU,SOA,LOCAL,0,1057,HIGH,MEDIUM,6,MIXED,BOTH,1,EMAN,WEB,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
353,BUSICRI,LARGE_FIN_COMP,REVGEN,25,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,NATIONAL,0,1060,MEDIUM,HIGH,3,HORIZONTAL,NONE,0,EUMN,THICK,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
354,MISCRI,SOME_PROD,REVGEN,61,NOT_OUTSIDE_ENT_FIREWALL,BU,SOA,INTERNATIONAL,0,1063,MEDIUM,LOW,7,MIXED,PERF,1,EMAN,WEB,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
355,MISCRI,SOME_FIN_PROD,RISKSUP,43,APPROVED_PUBLIC_DATACENTER,TE,MONOLITH,INTERNATIONAL,0,1066,HIGH,HIGH,6,HORIZONTAL,AVAI,0,NEW,BATCH,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
356,PRODIMP,SOME_PROD,INTSUP,52,NOT_OUTSIDE_ENT_FIREWALL,BU,MONOLITH,NATIONAL,0,1069,MEDIUM,LOW,6,MIXED,BOTH,1,NEW,THICK,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
357,NONCRI,SOME_PROD,INTSUP,40,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,REGIONAL,0,1072,LOW,MEDIUM,3,HORIZONTAL,AVAI,0,EUMN,THICK,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
358,MISCRI,SOME_FIN_PROD,REVSUP,58,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,NATIONAL,0,1075,LOW,MEDIUM,7,HORIZONTAL,BOTH,1,NEW,WEB,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
359,PRODIMP,LARGE_FIN_COMP,REVGEN,22,NOT_OUTSIDE_ENT_FIREWALL,TE,INTERFACES,REGIONAL,0,1078,HIGH,MEDIUM,3,HORIZONTAL,BOTH,1,EMAN,WEB,EXTERNAL,PREDICTABLE,0,0,0,1,1,1,1,1,Modernise
360,BUSICRI,SOME_FIN_PROD,REVSUP,13,APPROVED_PUBLIC_DATACENTER,BU,SOA,NATIONAL,0,1081,LOW,MEDIUM,4,MIXED,BOTH,0,EMAN,WEB,INTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
361,MISCRI,LARGE_FIN_COMP,INTSUP,61,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,LOCAL,0,1084,HIGH,MEDIUM,5,HORIZONTAL,NONE,0,NEW,WEB,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
362,NONCRI,SOME_FIN_PROD,RISKSUP,22,NOT_OUTSIDE_ENT_FIREWALL,TE,INTERFACES,REGIONAL,0,1087,HIGH,HIGH,6,VERTICAL,BOTH,0,NEW,THICK,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
363,MISCRI,SOME_FIN_PROD,REVSUP,64,NOT_OUTSIDE_ENT_FIREWALL,BU,MONOLITH,LOCAL,0,1090,MEDIUM,HIGH,5,MIXED,PERF,1,EUMN,WEB,EXTERNAL,PREDICTABLE,0,0,0,1,1,1,1,1,Modernise
364,NONCRI,SOME_FIN_PROD,REVSUP,16,APPROVED_PUBLIC_DATACENTER,BU,MONOLITH,LOCAL,0,1093,HIGH,MEDIUM,7,MIXED,BOTH,1,NEW,WEB,INTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
365,NONCRI,LARGE_FIN_COMP,INTSUP,34,APPROVED_PUBLIC_DATACENTER,BU,MONOLITH,LOCAL,0,1096,LOW,HIGH,6,VERTICAL,AVAI,0,EUMN,WEB,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
366,NONCRI,SOME_FIN_PROD,RISKSUP,58,NOT_OUTSIDE_ENT_FIREWALL,BU,INTERFACES,LOCAL,0,1099,HIGH,HIGH,6,MIXED,BOTH,1,EUMN,DESKTOP,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
367,NONCRI,SOME_FIN_PROD,REVGEN,7,NO_CONFIDENTIALITY_REQUIREMENT,BU,INTERFACES,LOCAL,0,1102,MEDIUM,MEDIUM,6,HORIZONTAL,PERF,1,EMAN,THICK,EXTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
368,NONCRI,SOME_FIN_PROD,REVSUP,52,APPROVED_PUBLIC_DATACENTER,TE,SOA,REGIONAL,0,1105,LOW,HIGH,3,VERTICAL,BOTH,1,EUMN,THICK,EXTERNAL,NO_VARIATIOn,0,0,0,1,1,1,1,1,Modernise
369,PRODIMP,SOME_FIN_PROD,INTSUP,10,APPROVED_PUBLIC_DATACENTER,TE,MONOLITH,INTERNATIONAL,0,1108,MEDIUM,LOW,6,MIXED,PERF,1,EMAN,WEB,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
370,PRODIMP,SOME_FIN_PROD,REVSUP,40,NOT_OUTSIDE_ENT_FIREWALL,BU,SOA,NATIONAL,0,1111,MEDIUM,MEDIUM,6,MIXED,AVAI,1,NEW,THICK,EXTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
371,BUSIIMP,SOME_PROD,REVSUP,31,NOT_OUTSIDE_ENT_FIREWALL,TE,MONOLITH,LOCAL,0,1114,MEDIUM,HIGH,7,MIXED,NONE,1,EMAN,BATCH,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
372,NONCRI,LARGE_FIN_COMP,RISKSUP,19,NOT_OUTSIDE_ENT_FIREWALL,BU,MONOLITH,INTERNATIONAL,0,1117,HIGH,HIGH,5,HORIZONTAL,PERF,1,NEW,WEB,EXTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
373,BUSIIMP,SOME_FIN_PROD,RISKSUP,55,NO_CONFIDENTIALITY_REQUIREMENT,TE,SOA,REGIONAL,0,1120,MEDIUM,LOW,5,VERTICAL,PERF,0,NEW,WEB,INTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
374,MISCRI,SOME_PROD,INTSUP,31,NO_CONFIDENTIALITY_REQUIREMENT,TE,MONOLITH,NATIONAL,0,1123,HIGH,LOW,3,HORIZONTAL,BOTH,1,EMAN,BATCH,EXTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
375,MISCRI,LARGE_FIN_COMP,REVSUP,25,APPROVED_PUBLIC_DATACENTER,TE,MONOLITH,REGIONAL,0,1126,LOW,HIGH,3,MIXED,BOTH,1,EUMN,BATCH,INTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
